SubjectID, Time, Name, Contents
-1, 70.53217, SceneStatus, "Player,Scene,2,Start"
-1, 70.53217, VRPos, "Player,(-6.64, -0.38, 7.50)"
-1, 70.53217, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.53217, TouchPad, "Player,(0.37, -0.50)"
-1, 70.53217, CurrentFloor, "Player,1"
-1, 70.53217, ElvAgentNum, "Player,0"
-1, 70.53217, TouchPad, "Player,(0.37, -0.50)"
-1, 70.53217, VRPos, "Player,(-6.64, -0.20, 7.50)"
-1, 70.53217, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.53217, TouchPad, "Player,(0.40, -0.42)"
-1, 70.53217, CurrentFloor, "Player,1"
-1, 70.53217, ElvAgentNum, "Player,0"
-1, 70.53217, TouchPad, "Player,(0.40, -0.42)"
-1, 70.55217, VRPos, "Player,(-6.64, -0.20, 7.52)"
-1, 70.55217, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.55217, TouchPad, "Player,(0.36, -0.29)"
-1, 70.55217, CurrentFloor, "Player,1"
-1, 70.55217, ElvAgentNum, "Player,0"
-1, 70.55217, TouchPad, "Player,(0.36, -0.29)"
-1, 70.56487, VRPos, "Player,(-6.64, -0.20, 7.52)"
-1, 70.56487, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.56487, TouchPad, "Player,(0.35, -0.27)"
-1, 70.56487, CurrentFloor, "Player,1"
-1, 70.56487, ElvAgentNum, "Player,0"
-1, 70.56487, TouchPad, "Player,(0.35, -0.27)"
-1, 70.57562, VRPos, "Player,(-6.64, -0.20, 7.52)"
-1, 70.57562, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.57562, TouchPad, "Player,(0.33, -0.25)"
-1, 70.57562, CurrentFloor, "Player,1"
-1, 70.57562, ElvAgentNum, "Player,0"
-1, 70.57562, TouchPad, "Player,(0.33, -0.25)"
-1, 70.58637, VRPos, "Player,(-6.64, -0.20, 7.53)"
-1, 70.58637, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.58637, TouchPad, "Player,(0.31, -0.23)"
-1, 70.58637, CurrentFloor, "Player,1"
-1, 70.58637, ElvAgentNum, "Player,0"
-1, 70.58637, TouchPad, "Player,(0.31, -0.23)"
-1, 70.59743, VRPos, "Player,(-6.64, -0.20, 7.53)"
-1, 70.59743, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.59743, TouchPad, "Player,(0.30, -0.21)"
-1, 70.59743, CurrentFloor, "Player,1"
-1, 70.59743, ElvAgentNum, "Player,0"
-1, 70.59743, TouchPad, "Player,(0.30, -0.21)"
-1, 70.60854, VRPos, "Player,(-6.64, -0.20, 7.53)"
-1, 70.60854, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.60854, TouchPad, "Player,(0.28, -0.18)"
-1, 70.60854, CurrentFloor, "Player,1"
-1, 70.60854, ElvAgentNum, "Player,0"
-1, 70.60854, TouchPad, "Player,(0.28, -0.18)"
-1, 70.61963, VRPos, "Player,(-6.64, -0.20, 7.54)"
-1, 70.61963, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.61963, TouchPad, "Player,(0.27, -0.11)"
-1, 70.61963, CurrentFloor, "Player,1"
-1, 70.61963, ElvAgentNum, "Player,0"
-1, 70.61963, TouchPad, "Player,(0.27, -0.11)"
-1, 70.63077, VRPos, "Player,(-6.65, -0.20, 7.54)"
-1, 70.63077, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.63077, TouchPad, "Player,(0.27, -0.06)"
-1, 70.63077, CurrentFloor, "Player,1"
-1, 70.63077, ElvAgentNum, "Player,0"
-1, 70.63077, TouchPad, "Player,(0.27, -0.06)"
-1, 70.64192, VRPos, "Player,(-6.65, -0.20, 7.54)"
-1, 70.64192, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.64192, TouchPad, "Player,(0.26, 0.03)"
-1, 70.64192, CurrentFloor, "Player,1"
-1, 70.64192, ElvAgentNum, "Player,0"
-1, 70.64192, TouchPad, "Player,(0.26, 0.03)"
-1, 70.65295, VRPos, "Player,(-6.65, -0.20, 7.55)"
-1, 70.65295, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.65295, TouchPad, "Player,(0.26, 0.09)"
-1, 70.65295, CurrentFloor, "Player,1"
-1, 70.65295, ElvAgentNum, "Player,0"
-1, 70.65295, TouchPad, "Player,(0.26, 0.09)"
-1, 70.66401, VRPos, "Player,(-6.66, -0.20, 7.55)"
-1, 70.66401, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.66401, TouchPad, "Player,(0.25, 0.10)"
-1, 70.66401, CurrentFloor, "Player,1"
-1, 70.66401, ElvAgentNum, "Player,0"
-1, 70.66401, TouchPad, "Player,(0.25, 0.10)"
-1, 70.67708, VRPos, "Player,(-6.66, -0.20, 7.55)"
-1, 70.67708, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.67708, TouchPad, "Player,(0.25, 0.13)"
-1, 70.67708, CurrentFloor, "Player,1"
-1, 70.67708, ElvAgentNum, "Player,0"
-1, 70.67708, TouchPad, "Player,(0.25, 0.13)"
-1, 70.68792, VRPos, "Player,(-6.67, -0.20, 7.55)"
-1, 70.68792, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.68792, TouchPad, "Player,(0.24, 0.15)"
-1, 70.68792, CurrentFloor, "Player,1"
-1, 70.68792, ElvAgentNum, "Player,0"
-1, 70.68792, TouchPad, "Player,(0.24, 0.15)"
-1, 70.69769, VRPos, "Player,(-6.68, -0.20, 7.55)"
-1, 70.69769, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.69769, TouchPad, "Player,(0.24, 0.19)"
-1, 70.69769, CurrentFloor, "Player,1"
-1, 70.69769, ElvAgentNum, "Player,0"
-1, 70.69769, TouchPad, "Player,(0.24, 0.19)"
-1, 70.70844, VRPos, "Player,(-6.68, -0.20, 7.55)"
-1, 70.70844, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.70844, TouchPad, "Player,(0.24, 0.20)"
-1, 70.70844, CurrentFloor, "Player,1"
-1, 70.70844, ElvAgentNum, "Player,0"
-1, 70.70844, TouchPad, "Player,(0.24, 0.20)"
-1, 70.71959, VRPos, "Player,(-6.69, -0.20, 7.55)"
-1, 70.71959, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.71959, TouchPad, "Player,(0.24, 0.24)"
-1, 70.71959, CurrentFloor, "Player,1"
-1, 70.71959, ElvAgentNum, "Player,0"
-1, 70.71959, TouchPad, "Player,(0.24, 0.24)"
-1, 70.73064, VRPos, "Player,(-6.70, -0.20, 7.55)"
-1, 70.73064, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.73064, TouchPad, "Player,(0.26, 0.27)"
-1, 70.73064, CurrentFloor, "Player,1"
-1, 70.73064, ElvAgentNum, "Player,0"
-1, 70.73064, TouchPad, "Player,(0.26, 0.27)"
-1, 70.74313, VRPos, "Player,(-6.70, -0.20, 7.55)"
-1, 70.74313, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.74313, TouchPad, "Player,(0.26, 0.28)"
-1, 70.74313, CurrentFloor, "Player,1"
-1, 70.74313, ElvAgentNum, "Player,0"
-1, 70.74313, TouchPad, "Player,(0.26, 0.28)"
-1, 70.75411, VRPos, "Player,(-6.71, -0.20, 7.55)"
-1, 70.75411, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.75411, TouchPad, "Player,(0.27, 0.29)"
-1, 70.75411, CurrentFloor, "Player,1"
-1, 70.75411, ElvAgentNum, "Player,0"
-1, 70.75411, TouchPad, "Player,(0.27, 0.29)"
-1, 70.76401, VRPos, "Player,(-6.72, -0.20, 7.55)"
-1, 70.76401, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.76401, TouchPad, "Player,(0.27, 0.29)"
-1, 70.76401, CurrentFloor, "Player,1"
-1, 70.76401, ElvAgentNum, "Player,0"
-1, 70.76401, TouchPad, "Player,(0.27, 0.29)"
-1, 70.77512, VRPos, "Player,(-6.73, -0.20, 7.55)"
-1, 70.77512, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.77512, TouchPad, "Player,(0.28, 0.30)"
-1, 70.77512, CurrentFloor, "Player,1"
-1, 70.77512, ElvAgentNum, "Player,0"
-1, 70.77512, TouchPad, "Player,(0.28, 0.30)"
-1, 70.78619, VRPos, "Player,(-6.74, -0.20, 7.55)"
-1, 70.78619, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.78619, TouchPad, "Player,(0.28, 0.30)"
-1, 70.78619, CurrentFloor, "Player,1"
-1, 70.78619, ElvAgentNum, "Player,0"
-1, 70.78619, TouchPad, "Player,(0.28, 0.30)"
-1, 70.79731, VRPos, "Player,(-6.75, -0.20, 7.55)"
-1, 70.79731, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.79731, TouchPad, "Player,(0.28, 0.30)"
-1, 70.79731, CurrentFloor, "Player,1"
-1, 70.79731, ElvAgentNum, "Player,0"
-1, 70.79731, TouchPad, "Player,(0.28, 0.30)"
-1, 70.80839, VRPos, "Player,(-6.76, -0.20, 7.55)"
-1, 70.80839, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.80839, TouchPad, "Player,(0.28, 0.30)"
-1, 70.80839, CurrentFloor, "Player,1"
-1, 70.80839, ElvAgentNum, "Player,0"
-1, 70.80839, TouchPad, "Player,(0.28, 0.30)"
-1, 70.82143, VRPos, "Player,(-6.77, -0.20, 7.54)"
-1, 70.82143, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.82143, TouchPad, "Player,(0.28, 0.31)"
-1, 70.82143, CurrentFloor, "Player,1"
-1, 70.82143, ElvAgentNum, "Player,0"
-1, 70.82143, TouchPad, "Player,(0.28, 0.31)"
-1, 70.83452, VRPos, "Player,(-6.78, -0.20, 7.54)"
-1, 70.83452, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.83452, TouchPad, "Player,(0.28, 0.31)"
-1, 70.83452, CurrentFloor, "Player,1"
-1, 70.83452, ElvAgentNum, "Player,0"
-1, 70.83452, TouchPad, "Player,(0.28, 0.31)"
-1, 70.84621, VRPos, "Player,(-6.79, -0.20, 7.54)"
-1, 70.84621, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.84621, TouchPad, "Player,(0.29, 0.31)"
-1, 70.84621, CurrentFloor, "Player,1"
-1, 70.84621, ElvAgentNum, "Player,0"
-1, 70.84621, TouchPad, "Player,(0.29, 0.31)"
-1, 70.85667, VRPos, "Player,(-6.81, -0.20, 7.54)"
-1, 70.85667, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.85667, TouchPad, "Player,(0.29, 0.31)"
-1, 70.85667, CurrentFloor, "Player,1"
-1, 70.85667, ElvAgentNum, "Player,0"
-1, 70.85667, TouchPad, "Player,(0.29, 0.31)"
-1, 70.86674, VRPos, "Player,(-6.82, -0.20, 7.54)"
-1, 70.86674, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.86674, TouchPad, "Player,(0.29, 0.31)"
-1, 70.86674, CurrentFloor, "Player,1"
-1, 70.86674, ElvAgentNum, "Player,0"
-1, 70.86674, TouchPad, "Player,(0.29, 0.31)"
-1, 70.87727, VRPos, "Player,(-6.83, -0.20, 7.54)"
-1, 70.87727, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.87727, TouchPad, "Player,(0.29, 0.31)"
-1, 70.87727, CurrentFloor, "Player,1"
-1, 70.87727, ElvAgentNum, "Player,0"
-1, 70.87727, TouchPad, "Player,(0.29, 0.31)"
-1, 70.88659, VRPos, "Player,(-6.84, -0.20, 7.54)"
-1, 70.88659, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.88659, TouchPad, "Player,(0.29, 0.31)"
-1, 70.88659, CurrentFloor, "Player,1"
-1, 70.88659, ElvAgentNum, "Player,0"
-1, 70.88659, TouchPad, "Player,(0.29, 0.31)"
-1, 70.89732, VRPos, "Player,(-6.85, -0.20, 7.54)"
-1, 70.89732, VRRot, "Player,(0.00000, -0.70711, 0.00000, 0.70711)"
-1, 70.89732, TouchPad, "Player,(0.29, 0.31)"
-1, 70.89732, CurrentFloor, "Player,1"
-1, 70.89732, ElvAgentNum, "Player,0"
